Наименование:;Код товара:;Артикул:;Группа товаров:;Вид товаров:;Единица измерения:;Весовой товар:;Код весового товара;Штрих-код:;Цена:;Количество:
Сухарі "Хрусteam" до пінного зі смаком шашлику 80г;7537;7537;Колбаса;Колбаса;кг;True;7537;4823063111164;0;7546
Сухарі "Хрусteam" до пінного зі смаком копченого сиру 80г;7538;7538;Колбаса;Колбаса;кг;True;7538;4823063111171;0;7547
Сухарі "Хрусteam" до пінного зі смаком мисливських ковбасок 80г;7539;7539;Колбаса;Колбаса;кг;True;7539;4823063111188;0;7548
Сухарі "Хрус team" зі смаком мисливських ковбасок 130г;7540;7540;Колбаса;Колбаса;кг;True;7540;4823063111263;0;7549
Напій "Mirinda" апельсин 2л;7541;7541;Колбаса;Колбаса;кг;True;7541;4823063111744;0;7550
Напій "Pepsi"  ж/б 0,33 л;7542;7542;Колбаса;Колбаса;кг;True;7542;4823063111829;0;7551
Сухарі "Хрусteam" багет зі смаком буженини та фр. гірчиці 60 г;7543;7543;Колбаса;Колбаса;кг;True;7543;4823063111850;0;7552
Сік "Сандора" цитрусовий мікс 0,95 л;7544;7544;Колбаса;Колбаса;кг;True;7544;4823063112048;0;7553
Дольче Йогурт двошаровий 3,2% 120 г;7545;7545;Колбаса;Колбаса;кг;True;7545;4823065700632;0;7554
Фанні Йогурт з полуницею 1,5 % 120 г;7546;7546;Колбаса;Колбаса;кг;True;7546;4823065701653;0;7555
Lactel молоко ультрапастерізоване 2,5% 1000г;7547;7547;Колбаса;Колбаса;кг;True;7547;4823065702346;0;7556
Lactel молоко ульрапастеризоване 3,2% 1000г;7548;7548;Колбаса;Колбаса;кг;True;7548;4823065702360;0;7557
Дольче Йогурт з полуницею 3,2% 120 г;7549;7549;Колбаса;Колбаса;кг;True;7549;4823065702902;0;7558
Фанні сирок ванільний 20% 100г;7550;7550;Колбаса;Колбаса;кг;True;7550;4823065704081;0;7559
Фанні сирок глазурований на печиві вишня 15% 50г;7551;7551;Колбаса;Колбаса;кг;True;7551;4823065704586;0;7560
Фанні сирок глазурований на печиві суниця 15% 50г;7552;7552;Колбаса;Колбаса;кг;True;7552;4823065704609;0;7561
Фанні сирок глазурований на печиві згущене молоко 15% 50г;7553;7553;Колбаса;Колбаса;кг;True;7553;4823065704623;0;7562
President Творожна традиція 0,2% 250 г;7554;7554;Колбаса;Колбаса;кг;True;7554;4823065706788;0;7563
President сметана 10%  400 г;7555;7555;Колбаса;Колбаса;кг;True;7555;4823065708454;0;7564
President Творожна традиція 5% 250 г;7556;7556;Колбаса;Колбаса;кг;True;7556;4823065710044;0;7565
President Творожна традиція 5% 450г;7557;7557;Колбаса;Колбаса;кг;True;7557;4823065710068;0;7566
Lactel Локо-Моко полуниця 5% 150 г;7558;7558;Колбаса;Колбаса;кг;True;7558;4823065710815;0;7567
Lactel Локо-Моко Сирок десертний ваніль-пломбір 5% 150 г;7559;7559;Колбаса;Колбаса;кг;True;7559;4823065710853;0;7568
Lactel Локо-моко десерт сирковий іриска 5% 150г;7560;7560;Колбаса;Колбаса;кг;True;7560;4823065710860;0;7569
President Творожна традиція 5% 200г;7561;7561;Колбаса;Колбаса;кг;True;7561;4823065710945;0;7570
Lactel Локо-моко йогурт полуниця 1,5% 115г;7562;7562;Колбаса;Колбаса;кг;True;7562;4823065711003;0;7571
Lactel Локо-Моко йогурт з персиком 1,5% 115 г;7563;7563;Колбаса;Колбаса;кг;True;7563;4823065711010;0;7572
Lactel Локо-Моко йогурт яблуко та груша 1,5% 115 г;7564;7564;Колбаса;Колбаса;кг;True;7564;4823065711027;0;7573
ДольчеДесертний йогурт груша-лайм2,5% 330 г;7565;7565;Колбаса;Колбаса;кг;True;7565;4823065711539;0;7574
Дольче сирок глазурований згущ. молоко 15% 36 г;7566;7566;Колбаса;Колбаса;кг;True;7566;4823065711645;0;7575
Дольче Йогурт з чорною смородиною 3,2% 120 г;7567;7567;Колбаса;Колбаса;кг;True;7567;4823065711850;0;7576
Лактонія закваска лісова ягода 1,5% 870г;7568;7568;Колбаса;Колбаса;кг;True;7568;4823065712277;0;7577
Лактонія ряжанка 2,5% 300 г;7569;7569;Колбаса;Колбаса;кг;True;7569;4823065712390;0;7578
Лактонія ряжанка 2,5% 870 г;7570;7570;Колбаса;Колбаса;кг;True;7570;4823065712437;0;7579
Дольче Йогурт Фруктова корзина інжир-апельсин 2,5% 300 г;7571;7571;Колбаса;Колбаса;кг;True;7571;4823065712451;0;7580
Лактонія закваска злаки 1,5% 870г;7572;7572;Колбаса;Колбаса;кг;True;7572;4823065712925;0;7581
Фанні Сметана 15% 450 г;7573;7573;Колбаса;Колбаса;кг;True;7573;4823065713120;0;7582
Фанні Кефір нежирний 870 г;7574;7574;Колбаса;Колбаса;кг;True;7574;4823065713281;0;7583
Фанні йогурт полуниця-банан 1% 400г;7575;7575;Колбаса;Колбаса;кг;True;7575;4823065713342;0;7584
Фанні йогурт персик 1% 400г;7576;7576;Колбаса;Колбаса;кг;True;7576;4823065713366;0;7585
Фанні Сиркова маса з курагою 9% 100 г;7577;7577;Колбаса;Колбаса;кг;True;7577;4823065713403;0;7586
Фанні Сиркова маса з родзинками 9% 100 г;7578;7578;Колбаса;Колбаса;кг;True;7578;4823065713427;0;7587
Фанні Сир кисломолочний 5% 200 г;7579;7579;Колбаса;Колбаса;кг;True;7579;4823065713465;0;7588
Фанні Сир кисломолочний 9% 200 г;7580;7580;Колбаса;Колбаса;кг;True;7580;4823065713489;0;7589
Фанні йогурт персик 1,5% 115г;7581;7581;Колбаса;Колбаса;кг;True;7581;4823065713632;0;7590
Фанні сирок з курагою 20% 100г;7582;7582;Колбаса;Колбаса;кг;True;7582;4823065713731;0;7591
Фанні сирок з родзинками 20% 100г;7583;7583;Колбаса;Колбаса;кг;True;7583;4823065713755;0;7592
Фанні йогурт вишня 1% 400 г;7584;7584;Колбаса;Колбаса;кг;True;7584;4823065714707;0;7593
Фанні Десерт сирковий вершковий 5% 150г;7585;7585;Колбаса;Колбаса;кг;True;7585;4823065715001;0;7594
Фанні йогурт полуниця-банан 1% 870г;7586;7586;Колбаса;Колбаса;кг;True;7586;4823065715483;0;7595
Фанні йогурт полуниця-банан 1% 870г;7587;7587;Колбаса;Колбаса;кг;True;7587;4823065715544;0;7596
Фанні йогурт персик 1% 870г;7588;7588;Колбаса;Колбаса;кг;True;7588;4823065715568;0;7597
Дольче десерт сирковий персик 4% 400г;7589;7589;Колбаса;Колбаса;кг;True;7589;4823065715711;0;7598
President Творожна традиція 0,2% 200г;7590;7590;Колбаса;Колбаса;кг;True;7590;4823065716213;0;7599
Lactel Лактонія йогурт висівки-злаки 1,5% 290 г;7591;7591;Колбаса;Колбаса;кг;True;7591;4823065716893;0;7600
Lactel Лактонія йогурт полуниця 1,5% 290 г;7592;7592;Колбаса;Колбаса;кг;True;7592;4823065716916;0;7601
Фанні кефір 0,5% 950г;7593;7593;Колбаса;Колбаса;кг;True;7593;4823065716930;0;7602
Фанні кефір 2,5% 950г;7594;7594;Колбаса;Колбаса;кг;True;7594;4823065716947;0;7603
President сир кисломолочний Трад. рецептура 9% 200 г;7595;7595;Колбаса;Колбаса;кг;True;7595;4823065716992;0;7604
President сир кисломолочний Трад. рецептура 5% 200 г;7596;7596;Колбаса;Колбаса;кг;True;7596;4823065717005;0;7605
President сир кисломолочний Трад. рецептура 0,2% 200 г;7597;7597;Колбаса;Колбаса;кг;True;7597;4823065717029;0;7606
Дольче йогурт полуниця 2,5% 290г;7598;7598;Колбаса;Колбаса;кг;True;7598;4823065717203;0;7607
Дольче йогурт вишня 2,5% 290г;7599;7599;Колбаса;Колбаса;кг;True;7599;4823065717234;0;7608
Дольче йогурт персик 2,5% 290г;7600;7600;Колбаса;Колбаса;кг;True;7600;4823065717258;0;7609
Lactel Дольче Десерт полуниця 3,4% 400 г;7601;7601;Колбаса;Колбаса;кг;True;7601;4823065717753;0;7610
Lactel Дольче Десерт полуниця 3,4% 200 г;7602;7602;Колбаса;Колбаса;кг;True;7602;4823065717777;0;7611
Lactel Дольче Десерт вишня 3,4% 400 г;7603;7603;Колбаса;Колбаса;кг;True;7603;4823065717791;0;7612
Lactel Дольче Десерт персик 3,4% 400 г;7604;7604;Колбаса;Колбаса;кг;True;7604;4823065717852;0;7613
Lactel Дольче Десерт персик 3,4% 200 г;7605;7605;Колбаса;Колбаса;кг;True;7605;4823065717876;0;7614
Lactel Дольче Десерт вишня з шоколадом 3,4% 400 г;7606;7606;Колбаса;Колбаса;кг;True;7606;4823065717937;0;7615
Lactel Дольче Десерт вишня з шоколадом 3,4% 200 г;7607;7607;Колбаса;Колбаса;кг;True;7607;4823065717951;0;7616
Lactel Дольче Десерт полуниця-ківі з шоколадом 3,4% 400 г;7608;7608;Колбаса;Колбаса;кг;True;7608;4823065717975;0;7617
President Творожна традиція 9% 455 г;7609;7609;Колбаса;Колбаса;кг;True;7609;4823065718170;0;7618
Lactel Лактонія йогурт персик 1,5% 290 г;7610;7610;Колбаса;Колбаса;кг;True;7610;4823065718323;0;7619
President сир плавленийз шинкою 45% 200 г;7611;7611;Колбаса;Колбаса;кг;True;7611;4823065718828;0;7620
Вино Масандра "Мускат" напівсолодке біле0,75 л;7612;7612;Колбаса;Колбаса;кг;True;7612;4823067000099;0;7621
Горілка " Medoff "classik  0,2л;7613;7613;Колбаса;Колбаса;кг;True;7613;4823067200284;0;7622
Горілка " Medoff "classik  0,7л;7614;7614;Колбаса;Колбаса;кг;True;7614;4823067200307;0;7623
Горілка " Medoff "Royal  0.7л;7615;7615;Колбаса;Колбаса;кг;True;7615;4823067200345;0;7624
Горілка " Наша марка "classik 0,5л;7616;7616;Колбаса;Колбаса;кг;True;7616;4823067200697;0;7625
Горілка " Наша марка "classik 0,25л;7617;7617;Колбаса;Колбаса;кг;True;7617;4823067201304;0;7626
Горілка " Medoff"classik  0,375л;7618;7618;Колбаса;Колбаса;кг;True;7618;4823067202578;0;7627
Longer Кавун 0,33 л;7619;7619;Колбаса;Колбаса;кг;True;7619;4823067202691;0;7628
Горілка " На березових бруньках" 0,7л;7620;7620;Колбаса;Колбаса;кг;True;7620;4823067202738;0;7629
Горілка " Мєрна " особл. 0,5л;7621;7621;Колбаса;Колбаса;кг;True;7621;4823067202851;0;7630
Longer Грепфрукт Імбирь 0,33 л;7622;7622;Колбаса;Колбаса;кг;True;7622;4823067202875;0;7631
Longer Лимон Селера 0,33 л;7623;7623;Колбаса;Колбаса;кг;True;7623;4823067203025;0;7632
Горілка " Діамант від Medoff " 0,7л;7624;7624;Колбаса;Колбаса;кг;True;7624;4823067203117;0;7633
Вино Kakheti "Алазанська Долина" червоне напівсолодке 0,75л;7625;7625;Колбаса;Колбаса;кг;True;7625;4823069000486;0;7634
Вино Kakheti "Алазанська Долина" біле напівсолодке 0,75л;7626;7626;Колбаса;Колбаса;кг;True;7626;4823069000493;0;7635
Вино "Jorge wine" Сапераві сухе червоне 0,75 л;7627;7627;Колбаса;Колбаса;кг;True;7627;4823069000813;0;7636
Вино Alaverdi "Алазанське" 0,75л;7628;7628;Колбаса;Колбаса;кг;True;7628;4823069000905;0;7637
